Species,Site,pExc,durExc,first.week,daysSuitable,cum.exp,IWV,AWV,MWV,VAR,RNG,IWI,AWA,MWA,AWM,MWM,AWI,Life.stage,Start,End,Thresh,year
Chinook,MS08,0,0,1900-01-01,68,980.292500000002,0.00535714285714288,0.120917233560091,0.384866666666667,0.97585931628016,4.54,12.87,13.9004081632653,14.8157142857143,14.2928571428571,15.04,13.5101587301587,prespawn,2002-06-01,2002-10-15,20,2002
Chinook,MS22,0,0,1900-01-01,68,887.642916666662,0.00365714285714286,0.131373318216175,0.476161904761905,1.01936432539787,5.3,11.76,12.5390249433107,13.5128571428571,12.9573015873016,14.08,12.147619047619,prespawn,2002-06-01,2002-10-15,20,2002
Chinook,MS20,0,0,1900-01-01,68,664.705833333333,0.00365714285714278,0.0461532123960696,0.146480952380952,1.09987184097979,5.25,8.88,9.56868480725624,10.2571428571429,9.81095238095238,10.28,9.32650793650794,prespawn,2002-06-01,2002-10-15,20,2002
Chinook,MS12,0,0,1900-01-01,69,971.523749999997,0.00365714285714286,0.0895226934523809,0.307395238095238,0.814003976663729,4.06,12.82,13.65765625,14.3642857142857,13.9809375,14.52,13.30640625,prespawn,2002-06-01,2002-10-15,20,2002
Chinook,MS17,0,0,1900-01-01,68,969.299583333331,0.00321428571428573,0.039742932728647,0.163223809523809,0.70907617457768,3.75,13.07,13.7701360544218,14.0528571428571,13.951746031746,14.14,13.5265079365079,prespawn,2002-06-01,2002-10-15,20,2002
Chinook,MS07,0,0,1900-01-01,68,1005.6475,0,0.699325699168556,2.57315714285714,3.26199800420169,8.83,12.64,14.3751927437642,16.75,15.3006349206349,17.18,13.5112698412698,prespawn,2002-06-01,2002-10-15,20,2002
Chinook,MS14,0,0,1900-01-01,69,971.523749999997,0.00365714285714286,0.0895226934523809,0.307395238095238,0.814003976663729,4.06,12.82,13.65765625,14.3642857142857,13.9809375,14.52,13.30640625,prespawn,2002-06-01,2002-10-15,20,2002
Chinook,MS24,0,0,1900-01-01,68,858.877916666668,0.00642857142857146,0.0715042328042328,0.212980952380952,0.411029445144502,3.41,11.61,12.1615419501134,12.8257142857143,12.475873015873,13.16,11.8722222222222,prespawn,2002-06-01,2002-10-15,20,2002
Chinook,LR02,0,0,1900-01-01,40,406.846180541667,0.0025892857142857,0.0630731292517007,0.257172619047619,0.866981910381371,5.6,10.9,11.7713265306122,12.625,12.0492857142857,12.8,11.4857142857143,prespawn,2003-06-01,2003-10-15,20,2003
Chinook,MS08,0,0,1900-01-01,66,1054.32250000001,0.0113,0.22050291858679,0.637,2.90788274327536,6.77,15.65,16.6495852534562,17.8014285714286,17.1832258064516,18.03,16.1348387096774,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS09,0,0,1900-01-01,66,1057.18666666667,0.00365714285714286,0.0982749615975426,0.309361904761906,2.73889664931503,6.14,15.91,16.6728110599078,17.4414285714286,17.0345161290323,17.64,16.3325806451613,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS18,0.0510948905109489,0.291666666666667,2004-08-11,65,1033.09125000001,0.0121904761904763,0.05172089093702,0.280614285714286,2.86776281813359,8.25,15.47,16.2214516129032,16.4385714285714,16.5009677419355,16.73,15.9877419354839,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS22,0,0,1900-01-01,66,958.240833333331,0,0.331254070660522,1.09184761904762,2.70358870797685,7.86,13.41,14.5464746543779,15.9514285714286,15.1883870967742,16.38,13.9516129032258,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS20,0,0,1900-01-01,78,975.878333333336,0.00321428571428573,0.27795453359426,1.88139523809524,2.83121049980622,7.81,12.72,13.7110763209393,15.4557142857143,14.3031506849315,16.63,13.2009589041096,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS26,0,0,1900-01-01,63,903.064166666668,0.00321428571428573,0.0466722495894909,0.118980952380952,1.93037435617441,6.26,13.43,14.0263054187192,14.6014285714286,14.2603448275862,14.67,13.7789655172414,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,LR02,0,0,1900-01-01,137,1499.78298625,0.00181547619047621,0.0666133721980735,0.439047619047619,2.39797124124355,7.4,7.6,8.75868777535442,10.4130957142857,9.04402038167939,10.6,8.48797709923664,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS28,0,0,1900-01-01,62,754.696666666663,0.0436285714285716,0.305512197159566,1.06825714285714,3.38639351738251,9.01,11.95,13.6652631578947,14.9142857142857,14.3229824561404,15.21,12.9935087719298,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS10,0,0,1900-01-01,66,1057.18666666667,0.00365714285714286,0.0982749615975426,0.309361904761906,2.73889664931503,6.14,15.91,16.6728110599078,17.4414285714286,17.0345161290323,17.64,16.3325806451613,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,FP26,0,0,1900-01-01,51,611.861666666668,0,0.00155623100303952,0.00731428571428573,1.21503032831599,4.34,12.77,12.9163829787234,12.93,12.93,12.93,12.8891489361702,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,LO01,0,0,1900-01-01,51,550.292500000002,0,0.08106484295846,0.425380952380953,2.791826275532,7.26,11.52,12.1998176291793,13.0685714285714,12.5248936170213,13.22,11.8936170212766,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS33,0,0,1900-01-01,51,588.762500000001,0.0294571428571428,0.264151063829787,0.93994761904762,2.95699755849734,8.2,11.56,13.0226443768997,14.3385714285714,13.6440425531915,14.65,12.413829787234,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS31,0,0,1900-01-01,51,550.004166666668,0,0.0392138716356108,0.146480952380953,0.930732095351081,3.86,11.3,11.821149068323,12.4657142857143,12.035652173913,12.53,11.5878260869565,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS35,0,0,1900-01-01,48,537.498333333334,0.0245476190476191,0.324136877076412,2.29522380952381,2.56530582599526,7.92,10.96,12.4380066445183,14.3228571428571,13.08,14.99,11.8,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS36,0,0,1900-01-01,47,504.509166666668,0.0146571428571429,0.176513378684807,0.499890476190476,2.23176358986104,7.12,9.88,11.4452040816327,12.3728571428571,11.9633333333333,12.66,10.9419047619048,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,HA01,0,0,1900-01-01,22,212.554166666667,0.00321428571428565,0.0471994708994709,0.121661904761905,0.882285496320605,4.02,8.47,9.09539682539683,9.83857142857143,9.34222222222222,9.86,8.84444444444445,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS38,0,0,1900-01-01,46,441.143333333332,0.0112999999999999,0.0734628117913832,0.177233333333333,0.882188952174482,4.47,8.8,10.0564965986395,10.9842857142857,10.402380952381,11.12,9.73904761904762,prespawn,2004-06-01,2004-10-15,20,2004
Chinook,MS08,0,0,1900-01-01,90,1449.45999999999,0,0.142297647058823,0.499895238095238,2.88618951983944,7.56,11.92,12.9617478991597,14.5685714285714,13.3802352941176,14.86,12.5303529411765,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS18,0,0,1900-01-01,90,1425.29333333333,0,0.0989542857142858,0.893380952380953,2.5829347482545,6.26,11.88,12.6115630252101,13.49,12.9310588235294,14.34,12.3790588235294,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS22,0,0,1900-01-01,90,1316.92208333333,0,0.145192717086835,0.801333333333333,3.16454942974238,8.79,10.59,11.3985042016807,12.7071428571429,11.8361176470588,13.06,11.0241176470588,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS20,0,0,1900-01-01,91,1315.10166666668,0.00365714285714286,0.235667109634551,1.27362380952381,3.52765933730337,8.96,10.1,11.2567109634552,12.9757142857143,11.8074418604651,13.51,10.7813953488372,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS26,0,0,1900-01-01,108,1583.22666666668,0,0.0481250577901063,0.305614285714286,3.55482424849995,8.46,10.4,10.9282801664355,11.7428571428571,11.1733980582524,11.94,10.7079611650485,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,FP06,0.18978102189781,4.25,2005-07-19,89,1415.69416666667,0.00535714285714288,0.409965151515151,1.52018095238095,5.94786680828471,16.08,11.92,13.3062175324675,15.3814285714286,14.0161363636364,15.81,12.6229545454545,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS24,0,0,1900-01-01,91,1260.05958333334,0,0.0704876522702104,0.291590476190476,2.29890069514744,7.18,10.33,10.9447674418605,11.8928571428571,11.2481395348837,12.18,10.6710465116279,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,LR02,0,0,1900-01-01,137,1437.628125,0.00187500000000005,0.0454025808796801,0.280178571428572,2.09019887655333,7.4,7.8,8.85929661941112,9.90714285714286,9.11068702290076,10.1,8.61164122137405,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS28,0,0,1900-01-01,88,1081.75625000001,0,0.282094836488813,1.02399047619048,1.88910540266398,6.67,8.77,10.8876764199656,12.7057142857143,11.5124096385542,13.11,10.2897590361446,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS33,0,0,1900-01-01,86,1017.99583333333,0.00642857142857146,0.270763492063492,1.5856619047619,1.98283817867033,7.12,8.03,10.2118871252205,11.6714285714286,10.8212345679012,11.89,9.63444444444444,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS35,0,0,1900-01-01,92,1048.59416666667,0.00535714285714288,0.487927969348659,2.53502857142857,2.63653703139398,7.92,7.54,9.96174055829228,12.0971428571429,10.7591954022989,12.34,9.19655172413793,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS36,0,0,1900-01-01,92,994.856666666668,0.0113,0.482016639299398,2.6125619047619,2.23703835812944,7.26,7.21,9.4399671592775,11.5742857142857,10.2426436781609,11.99,8.68356321839081,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS38,0,0,1900-01-01,84,893.731249999993,0.00731428571428573,0.673436528028933,3.72702380952381,3.11137535612992,8.2,6.92,9.26618444846293,11.3985714285714,10.1725316455696,11.86,8.43151898734177,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,FP04,0,0,1900-01-01,91,1434.63666666664,0.00609523809523811,0.315942524916943,1.38342857142857,2.73687516087512,7.58,11.82,13.0439368770764,14.9228571428571,13.6744186046512,15.4,12.4411627906977,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,FP07,0.182481751824818,2.58333333333333,2005-07-30,88,1489.35333333336,0.00535714285714276,0.544107862679956,3.24185714285714,3.93284780261731,8.73,11.98,13.4275747508306,15.7928571428571,14.2027906976744,16.2,12.6927906976744,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS04,0,0,1900-01-01,91,1450.24333333332,0.00365714285714278,0.190197895902547,0.582680952380953,2.96941547791042,7.58,11.73,12.9355813953488,14.1671428571429,13.4472093023256,14.52,12.4420930232558,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS06,0.54014598540146,20.4166666666667,2005-07-26,71,1558.30916666667,0.0274571428571426,2.11584077723043,9.06976666666667,13.8134953609059,19.55,10.64,14.1203119868637,19.8971428571429,15.8004597701149,20.92,12.5864367816092,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS29,0,0,1900-01-01,86,1053.12916666667,0.00365714285714286,0.300275308641975,2.16809523809524,2.04723772324868,7.46,8.51,10.5526278659612,12.0428571428571,11.1613580246914,12.37,9.97864197530864,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS13,0.0072992700729927,0.0833333333333333,2005-08-20,90,1452.47416666668,0.00365714285714286,0.135958991596639,0.533095238095239,2.83890948475809,8.21,11.88,12.9575798319328,14.4414285714286,13.3811764705882,14.82,12.5550588235294,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS34,0,0,1900-01-01,92,1006.14958333333,0.00535714285714276,0.382025615763547,2.039,2.07993762231851,7.12,7.39,9.53944170771757,11.4614285714286,10.2626436781609,11.88,8.8664367816092,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,MS39,0,0,1900-01-01,90,850.199166666659,0.0146571428571428,0.384667338935574,2.47762380952381,1.96902261198569,7.14,6.53,8.43168067226891,10.0357142857143,9.13541176470588,10.88,7.79717647058824,prespawn,2005-06-01,2005-10-15,20,2005
Chinook,LR02,0,0,1900-01-01,105,1072.50416666667,0,0.00902559523809523,0.0372619047619048,1.98803904003924,6.2,7.6,8.11864285714286,8.49642857142857,8.2235,8.5,8.01325,prespawn,2006-06-01,2006-10-15,20,2006
Chinook,IC02,0,0,1900-01-01,12,112.215625,0.00809523809523818,0.0562074829931974,0.116041666666667,0.340976018632269,2.45,8.6,9.36632653061224,9.53571428571429,9.60357142857143,9.625,9.02857142857143,prespawn,2006-06-01,2006-10-15,20,2006
Chinook,LR02,0,0,1900-01-01,137,1382.875,0.00154761904761905,0.0394726917484551,0.187797619047619,1.77089428549539,5.8,7.3,8.97775354416576,9.91071428571429,9.21450381679389,10,8.73874045801527,prespawn,2007-06-01,2007-10-15,20,2007
Chinook,IC02,0,0,1900-01-01,137,1567.24583333334,0.00187499999999998,0.117108097055616,0.428839285714286,1.87270028764796,6.9,9.9,12.2503544165758,13.7321428571429,12.6541984732824,13.85,11.8416030534351,prespawn,2007-06-01,2007-10-15,20,2007
Chinook,LR02,0,0,1900-01-01,137,1314.43229166667,0,0.00450836059614685,0.0250892857142856,2.28130130107532,6.7,6.3,6.69501090512541,7.30357142857143,6.76717557251909,7.4,6.62480916030534,prespawn,2008-06-01,2008-10-15,20,2008
Chinook,IC02,0,0,1900-01-01,137,1578.92395833334,0.000357142857142867,0.019325018175209,0.0938392857142859,2.21674075899297,8.275,9.4,10.3353053435115,11.8357142857143,10.499427480916,12,10.1734732824427,prespawn,2008-06-01,2008-10-15,20,2008
Chinook,MS18,0,0,1900-01-01,79,1239.53291666667,0.00166666666666667,0.0362267696267696,0.222780952380953,2.78469274129892,6.83,16.32,16.9843243243243,17.5557142857143,17.1990540540541,17.7,16.7495945945946,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,MS27,0,0,1900-01-01,80,1161.06166666667,0.00182380952380953,0.0116246349206349,0.119647619047619,1.88460870391572,5.92,13.74,14.1855238095238,14.4942857142857,14.3364,14.84,14.0604,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,MS22,0.0072992700729927,0.0416666666666667,2009-08-14,80,1037.04125,0.000114285714285709,0.351701142857143,1.19049523809524,5.96292882308524,14.21,14.05,15.3057714285714,16.8228571428571,15.9826666666667,17.13,14.6862666666667,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,MS20,0,0,1900-01-01,80,1050.26041666667,0.00404761904761903,0.415011111111111,1.42004761904762,3.68467688557392,9.23,13.71,15.1337714285714,16.6657142857143,15.9049333333333,17.18,14.4256,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,MS26,0,0,1900-01-01,80,1100.10791666666,0.000857142857142873,0.0646368888888889,0.242333333333333,7.00623251170995,14.78,13.86,14.5365904761905,15.2542857142857,14.822,15.34,14.2592,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,MS11,0,0,1900-01-01,79,1246.42208333334,0.00386190476190479,0.170085714285714,0.566014285714285,3.43579938735846,8.39,16.39,17.5291505791506,18.6557142857143,18.0194594594595,18.87,17.0452702702703,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,LR02,0,0,1900-01-01,137,1630.803125,0.00624999999999997,0.0772323700472556,0.294672619047619,4.95933940682188,9.255,7.925,9.20627044711014,10.175,9.54599236641221,10.3,8.86526717557252,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,IC02,0,0,1900-01-01,137,1525.85798608333,0.00229166666666666,0.151625999636496,0.389107142857143,2.50092817198275,8.7,11.3,13.1532442748092,14.4285714285714,13.6276717557252,14.55,12.6650763358779,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,ID01,0,0,1900-01-01,84,931.872916666667,0.000795238095238094,0.0577594333936106,0.275080952380953,3.04543707832523,8.53,11.22,12.311808318264,13.53,12.5824050632911,13.69,12.0606329113924,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,FP02,0,0,1900-01-01,79,1142.28708333334,0.000500000000000014,0.00758442728442729,0.0314619047619049,0.323200046857223,3.81,13.57,13.8575675675676,14.1742857142857,13.9659459459459,14.29,13.7666216216216,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,FP10,0.0218978102189781,0.333333333333333,2009-07-30,77,1237.02666666667,0.0473571428571429,1.42911739417989,5.23032857142857,2.47008846477349,10.25,14.17,16.9726984126984,20.2157142857143,18.4409722222222,20.89,15.5619444444444,prespawn,2009-06-01,2009-10-15,20,2009
Chinook,MS27,0,0,1900-01-01,137,1484.0575,0.000280952380952378,0.0208481279534715,0.136847619047619,2.3899579730068,6.53,7.14,7.72461286804798,8.20428571428571,7.88526717557252,8.27,7.56625954198473,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,MS22,0,0,1900-01-01,137,1541.35958333334,0.00133333333333334,0.071431697564522,0.690357142857143,2.82603096937024,7.84,7.19,7.9090294438386,9.07142857142857,8.22152671755725,9.51,7.63145038167939,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,MS20,0,0,1900-01-01,137,1509.71833333333,0.00249523809523808,0.059469465648855,0.430180952380953,2.52581950646839,7.84,7.29,7.97810250817885,8.92714285714286,8.26961832061069,9.14,7.70664122137405,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,MS26,0,0,1900-01-01,137,1526.31875,0.000880952380952392,0.0239083605961469,0.107095238095238,2.73144217903356,6.74,7.24,7.80567066521265,8.35428571428571,8.00015267175573,8.64,7.62839694656489,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,MS11,0,0,1900-01-01,137,1691.72875,0.000357142857142842,0.0162131225009088,0.109995238095238,3.45619723735088,7.74,8.32,8.63598691384951,9.17571428571429,8.78862595419847,9.31,8.49587786259542,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,LR02,0,0,1900-01-01,137,1509.71833333333,0.00249523809523808,0.059469465648855,0.430180952380953,2.52581950646839,7.84,7.29,7.97810250817885,8.92714285714286,8.26961832061069,9.14,7.70664122137405,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,MS04,0,0,1900-01-01,31,394.001666666667,0.000499999999999979,0.0705569523809524,0.444033333333333,0.695405311220134,4.42,13.14,13.5909714285714,14.13,13.8804,15.03,13.3608,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,IC02,0,0,1900-01-01,107,1259.00416666667,0.00333333333333334,0.0393988684582744,0.135922619047619,1.14392752253204,4.975,9.5,10.578783592645,11.1607142857143,10.8193069306931,11.3,10.3326732673267,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,ID01,0,0,1900-01-01,114,1199.68875,9.52380952380912e-05,0.0240430776014109,0.101214285714286,1.57025856393087,6.08,7.47,8.32314814814815,9.13428571428572,8.50462962962963,9.24,8.14481481481482,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,FP02,0,0,1900-01-01,137,1617.18458333334,5.71428571428547e-05,0.0184461286804798,0.0779809523809525,2.6157928912523,7.6,8.82,9.12369683751363,9.67428571428571,9.28549618320611,9.76,8.97725190839695,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,FP10,0,0,1900-01-01,137,1757.995,0.000214285714285722,0.176477644492912,1.26456190476191,4.48337443589989,11.4,8.37,9.17936750272628,11.4642857142857,9.64282442748092,11.98,8.76862595419847,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,MS05,0,0,1900-01-01,29,369.019583333332,9.52380952380912e-05,0.0158027777777778,0.054947619047619,0.677708705930302,4.04,13.55,13.7522023809524,14.1171428571429,13.8970833333333,14.24,13.63,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,FP14,0,0,1900-01-01,29,366.469999999999,0.000214285714285731,0.0111668650793651,0.0379142857142859,0.597663563458001,3.6,13.52,13.6741666666667,14.0257142857143,13.7995833333333,14.12,13.5695833333333,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,MS23,0,0,1900-01-01,29,337.065416666667,0.000490476190476204,0.00636369047619048,0.0400952380952379,0.525596284732356,3.55,12.44,12.5681547619048,12.7857142857143,12.6641666666667,13.11,12.4891666666667,prespawn,2010-06-01,2010-10-15,20,2010
Chinook,MS27,0,0,1900-01-01,126,1261.59875,0.000414285714285725,0.0468747222222222,0.249361904761905,2.88637449356388,6.19,6.97,7.80411904761905,8.56428571428572,8.04275,8.69,7.57175,prespawn,2011-06-01,2011-10-15,20,2011
Chinook,MS22,0,0,1900-01-01,125,1283.23791666667,0.00111428571428574,0.106170468187275,0.507247619047619,2.98049972938642,5.87,7.27,8.11232893157263,9.16142857142857,8.48512605042017,9.46,7.76126050420168,prespawn,2011-06-01,2011-10-15,20,2011
Chinook,MS20,0,0,1900-01-01,125,1273.61708333333,0.000547619047619045,0.119492076830732,0.593714285714286,2.58308579973077,7.07,7.27,8.12782713085234,9.36571428571429,8.52495798319328,9.66,7.75521008403361,prespawn,2011-06-01,2011-10-15,20,2011
Chinook,MS26,0,0,1900-01-01,125,1264.96708333333,0.00119047619047618,0.0709698279311725,0.272314285714286,2.95312041524531,6.57,7.22,7.98545018007203,8.79571428571429,8.29571428571429,9.04,7.69596638655462,prespawn,2011-06-01,2011-10-15,20,2011
Chinook,MS11,0,0,1900-01-01,125,1403.52958333334,0.00011428571428573,0.0245402961184474,0.100680952380953,3.37642466554409,6.89,8.25,8.82612244897959,9.78285714285714,9.01521008403361,9.93,8.65563025210084,prespawn,2011-06-01,2011-10-15,20,2011
Chinook,LR02,0,0,1900-01-01,137,1378.64625,0.000547619047619045,0.118992330061796,0.593714285714286,2.60926576551843,8.14,7.27,8.15400218102508,9.36571428571429,8.55404580152672,9.66,7.78320610687023,prespawn,2011-06-01,2011-10-15,20,2011
Chinook,MS04,0,0,1900-01-01,125,1415.09458333334,0.000214285714285722,0.0428351740696278,0.176490476190476,3.46495340786268,7.29,8.27,8.92684273709484,10.0457142857143,9.17016806722689,10.22,8.70386554621849,prespawn,2011-06-01,2011-10-15,20,2011
Chinook,FP02,0.0072992700729927,0.0833333333333333,2011-06-01,126,1587.00666666667,0.0218238095238095,2.741275,20.627080952381,3.14536697405142,13.19,8.69,12.2037023809524,19.0528571428571,13.98775,20.84,10.6978333333333,prespawn,2011-06-01,2011-10-15,20,2011
